CATEGORY,CLASS,TYPE,NAME,DATE/TIME,MARKET,SELECTION,STATUS,DISPLAYED,DISPORDER,MIN BET,MAX BET,MAX TOTAL,STK/LBT,LIVE PRICE,SP GUIDE,FB RESULT,EXT KEY,MULT KEY,CHANNELS
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|90 Minutes|","|$teamA|",A,Y,10,0.03,,,L,1/100,,H,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|90 Minutes|","|Draw|",A,Y,20,0.03,,,L,1/100,,D,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|90 Minutes|","|$teamB|",A,Y,30,0.03,,,L,1/100,,A,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 1-0",A,Y,10,0.03,,,L,1/100,,1-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 2-0",A,Y,20,0.03,,,L,1/100,,2-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 2-1",A,Y,30,0.03,,,L,1/100,,2-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 3-0",A,Y,40,0.03,,,L,1/100,,3-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 3-1",A,Y,50,0.03,,,L,1/100,,3-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 3-2",A,Y,60,0.03,,,L,1/100,,3-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 4-0",A,Y,70,0.03,,,L,1/100,,4-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 4-1",A,Y,80,0.03,,,L,1/100,,4-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 4-2",A,Y,90,0.03,,,L,1/100,,4-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 4-3",A,Y,100,0.03,,,L,1/100,,4-3,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 5-0",A,Y,110,0.03,,,L,1/100,,5-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 5-1",A,Y,120,0.03,,,L,1/100,,5-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 5-2",A,Y,121,0.03,,,L,1/100,,5-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 6-0",A,Y,130,0.03,,,L,1/100,,6-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 6-1",A,Y,140,0.03,,,L,1/100,,6-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 6-2",A,Y,141,0.03,,,L,1/100,,6-2,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 7-0",A,Y,150,0.03,,,L,1/100,,7-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 7-1",A,Y,160,0.03,,,L,1/100,,7-1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 8-0",A,Y,170,0.03,,,L,1/100,,8-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 9-0",A,Y,180,0.03,,,L,1/100,,9-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamA| 10-0",A,Y,190,0.03,,,L,1/100,,10-0,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|Draw| 0-0",A,Y,1000,0.03,,,L,1/100,,0-0,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|Draw| 1-1",A,Y,1010,0.03,,,L,1/100,,1-1,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|Draw| 2-2",A,Y,1020,0.03,,,L,1/100,,2-2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|Draw| 3-3",A,Y,1030,0.03,,,L,1/100,,3-3,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|Draw| 4-4",A,Y,1040,0.03,,,L,1/100,,4-4,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 1-0",A,Y,2010,0.03,,,L,1/100,,0-1,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 2-0",A,Y,2020,0.03,,,L,1/100,,0-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 2-1",A,Y,2030,0.03,,,L,1/100,,1-2,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 3-0",A,Y,2040,0.03,,,L,1/100,,0-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 3-1",A,Y,2050,0.03,,,L,1/100,,1-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 3-2",A,Y,2060,0.03,,,L,1/100,,2-3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 4-0",A,Y,2070,0.03,,,L,1/100,,0-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 4-1",A,Y,2080,0.03,,,L,1/100,,1-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 4-2",A,Y,2090,0.03,,,L,1/100,,2-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 4-3",A,Y,2100,0.03,,,L,1/100,,3-4,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 5-0",A,Y,2110,0.03,,,L,1/100,,0-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 5-1",A,Y,2120,0.03,,,L,1/100,,1-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 5-2",A,Y,2121,0.03,,,L,1/100,,2-5,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 6-0",A,Y,2130,0.03,,,L,1/100,,0-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 6-1",A,Y,2140,0.03,,,L,1/100,,1-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 6-2",A,Y,2141,0.03,,,L,1/100,,2-6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 7-0",A,Y,2150,0.03,,,L,1/100,,0-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 7-1",A,Y,2160,0.03,,,L,1/100,,1-7,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 8-0",A,Y,2170,0.03,,,L,1/100,,0-8,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 9-0",A,Y,2180,0.03,,,L,1/100,,0-9,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Correct Score|","|$teamB| 10-0",A,Y,2190,0.03,,,L,1/100,,0-10,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamA|/|$teamA|",A,Y,10,0.03,,,L,1/100,,1,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamA|/|Draw|",A,Y,20,0.03,,,L,1/100,,2,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamA|/|$teamB|",A,Y,30,0.03,,,L,1/100,,3,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|Draw|/|$teamA|",A,Y,40,0.03,,,L,1/100,,4,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|Draw|/|Draw|",A,Y,50,0.03,,,L,1/100,,5,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|Draw|/|$teamB|",A,Y,60,0.03,,,L,1/100,,6,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamB|/|$teamA|",A,Y,70,0.03,,,L,1/100,,7,,MNC,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamB|/|Draw|",A,Y,80,0.03,,,L,1/100,,8,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|Double Result|","|$teamB|/|$teamB|",A,Y,90,0.03,,,L,1/100,,9,,EVE,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Result|/|2nd Half Result|","|$teamA| |Win 1st Half|/|$teamA| |Win 2nd Half|",A,Y,10,0.03,,,L,1/100,,10,,,
FOOTBALL,"|$sport|","|$competition|","|$teamA| |vs| |$teamB|",$eventStartTime,"|1st Half Result|/|2nd Half Result|","|$teamA| |Win 1st Half|/|Drawn 2nd Half|",A,Y,20,0.03,,,L,1/100,,20,,,
